TID	Name	RA (longitude)	Dec (latitude)
6627	V* V525 Cas                        	011.9904203163546	+70.6461029140936
6628	IRAS 00505+7003                    	013.4621485496094	+70.3353653686498
6629	IRAS 00590+7054                    	015.6083437464072	+71.1814265685933
6630	BC 114                             	008.8099145559987	+70.7472665872830
6631	V* AC Cas                          	015.6564724709432	+71.8367584179281
6632	NSV 246                            	009.9833	+72.0567
6633	V* V1055 Cas                       	012.0875075688242	+71.2698369464378
6634	HD 7389                            	019.0495856752583	+71.7438403746255
6635	V* AF Cas                          	023.2498142401217	+70.5178671961316
6636	V* AH Cas                          	023.6612616085108	+70.9508027409568
6637	V* AE Cas                          	021.7514879	+70.1272775
6638	IRAS 01042+7018                    	016.9200831994010	+70.5824488677798
6639	IRAS 01146+7135                    	019.5702011576567	+71.8602256753497
6640	IRAS 01199+6941                    	020.8881827560129	+69.9562006812839
6641	BC 121                             	017.1764482630403	+70.2580688681635
6642	HD 11395                           	028.6426625029811	+68.1512218928712
6643	V* CM Cas                          	028.2346240793653	+67.9463850727042
6644	* 42 Cas                           	025.7327576595333	+70.6225250049924
6645	V* CL Cas                          	025.6282629484768	+70.4217469952287
6646	V* V776 Cas                        	028.3476476604517	+70.0426224950056
6647	V* V391 Cas                        	029.1320440756498	+70.2037906402188
6648	HD 12288                           	030.8771224082765	+69.5822946074686
6649	* ome Cas                          	029.0001123308164	+68.6852408535315
6650	V* V392 Cas                        	030.1556159171245	+69.1227632985523
6651	V* AK Cas                          	028.9949534615221	+69.5300047095434
6652	IRAS 01422+6942                    	026.5317186619188	+69.9523997633837
6653	IRAS 01433+6939                    	026.8115121476488	+69.9147107702950
6654	IRAS 01516+7003                    	028.9076880269472	+70.3074609084309
6655	Lan 159                            	028.7935198696467	+69.7111858892111
6656	AN 15.1939                         	029.2875	+68.5367
6657	V* V1015 Cas                       	025.5267088502957	+70.7276160590901
6658	V* V934 Cas                        	035.3122803138211	+66.7046442441916
6659	V* CO Cas                          	035.5948753621391	+68.5130908479406
6660	HD 13579                           	033.9273068291544	+67.6723125873917
6661	V* V990 Cas                        	034.1740380460013	+67.2839059780126
6662	V* CN Cas                          	035.3508430629461	+68.1091337189207
6663	IRAS 02071+6711                    	032.7819648322217	+67.4166615059344
6664	IRAS 02074+6718                    	032.8518949533840	+67.5410262160316
6665	IRAS 02111+6830                    	033.8144687829377	+68.7383015126375
6666	IRAS 02201+6729                    	036.0775551082839	+67.7166233301009
6667	IRAS 02283+6812                    	038.1453519077605	+68.4256312634487
6668	V* V936 Cas                        	035.6308259278915	+66.9944607383655
6669	NSV 823                            	036.7458	+69.1233
6670	BC 222                             	033.3037631100264	+67.0058932214650
6671	V* V935 Cas                        	035.5944283085667	+66.8578614230239
6672	V* V1162 Cas                       	032.1329390182561	+68.1041983055539
6673	IRAS 02352+6454                    	039.8151371456104	+65.1222564143384
6674	V* TW Cas                          	041.4784276370142	+65.7264022625109
6675	V* V938 Cas                        	037.2986321999198	+66.8760142949259
6676	IRAS 02386+6721                    	040.7535163779755	+67.5818373111464
6677	V* V948 Cas                        	042.2340508734461	+67.0033607365632
6678	V* V950 Cas                        	043.0956705782501	+67.1319123256390
6679	V* V951 Cas                        	043.2924305173034	+66.2550436431573
6680	BC 225                             	037.8896050749337	+65.7123624935788
6681	BC 226                             	040.4146795926801	+67.0580347526409
6682	* iot Cas                          	037.26644916	+67.40247693
6683	BD+64 348                          	041.9688948813199	+64.7547289333272
6684	NIKC 2-46                          	044.1387509016560	+63.9753569608213
6685	IRAS 02443+6405                    	042.1044115451687	+64.2927534676864
6686	HD 17958                           	044.1027061379403	+64.3324435368132
6687	V* YY Cas                          	047.5751725339133	+65.7427037351840
6688	V* V835 Cas                        	046.8127803216976	+65.4679314322458
6689	IRAS 02464+6449                    	042.6504034680591	+65.0297762251962
6690	IRAS 03074+6412                    	047.9353462541401	+64.4032456383304
6691	PN HFG 1                           	045.9458733764094	+64.9098656249624
6692	IRAS 02394+6448                    	040.8947276326296	+65.0260122834633
6693	SV* SVS 1141                       	042.4239783049988	+64.7533646783782
6694	V* V946 Cas                        	041.0808433394912	+64.7659181872989
6695	HD 19243                           	047.2257417110665	+62.3845915075736
6696	IRAS 03103+6202                    	048.6128537066028	+62.2264787371169
6697	V* CP Cam                          	049.4133717569526	+64.2056121891014
6698	V* CR Cam                          	052.1633034537798	+62.4929989384276
6699	V* BO Cam                          	049.1767849571764	+63.0898183529942
6700	IRAS 03161+6139                    	050.0662461134530	+61.8435130180133
6701	V* V619 Cas                        	047.73333	+62.71389
6702	V* V625 Cas                        	048.0433708245459	+61.9519050724531
6703	BC 233                             	049.6656262152831	+64.2355475282706
6704	NIKC 2-56                          	048.1726719672153	+62.4077901292613
6705	BC 230                             	047.1806842184162	+63.7967510713901
6706	HD 20898                           	051.3177622751269	+60.4837144357558
6707	HD 21291                           	052.2672038347725	+59.9403370179231
6708	V* AM Cam                          	054.0839440885018	+62.2872249012105
6709	V* AE Cam                          	052.9805966586765	+60.4853242478703
6710	V* AD Cam                          	052.3582055822322	+60.4464644418175
6711	V* BP Cam                          	050.5983720258966	+61.6294590751907
6712	V* HX Cam                          	052.7507105889464	+60.7942142297417
6713	RAFGL 4277S                        	051.9959677667002	+60.7486636977606
6714	IRAS 03301+6134                    	053.5882728444996	+61.7426228181671
6715	V* FY Cam                          	054.0980383349546	+61.6001153550859
6716	V* FZ Cam                          	055.1050743617633	+60.7810356148335
6717	V* GG Cam                          	055.1684632912632	+61.0842186066712
6718	IRAS 03386+6044                    	055.7065522596232	+60.9024144675393
6719	V* FT Cam                          	050.3096791738020	+61.0907151316568
6720	NIKC 2-74                          	053.4549388715314	+61.6052580323732
6721	NSV 1224                           	055.4917	+61.6367
6722	V* OO Cam                          	053.0765605486690	+61.2780285098879
6723	V* OS Cam                          	053.6973052277800	+62.2481483566189
6724	V* CW Cam                          	055.7511748092141	+57.5655674627337
6725	V* AB Cam                          	056.5343861667674	+58.7842232383857
6726	IRC +60128                         	057.0234875786794	+59.5823489112094
6727	IRAS 03340+5930                    	054.5411245212327	+59.6786627782966
6728	IRAS 03417+6002                    	056.4820789278801	+60.1963008366215
6729	V* GL Cam                          	057.1673742679791	+58.2866130048011
6730	V* LL Cam                          	057.7674713462140	+58.7069260091239
6731	IRAS 03537+5814                    	059.4755034113747	+58.3837772554470
6732	V* RW Cam                          	058.5907189192926	+58.6533241569364
6733	V* OX Cam                          	057.1069719985380	+59.4422714923765
6734	HD 24410                           	058.9901138575269	+57.6735597943417
6735	HD 24395                           	058.9432119231956	+56.9190224149458
6736	V* MO Cam                          	059.7476818247632	+56.1868406576812
6737	BD+56 864                          	059.8262201428171	+57.2371537870370
6738	V* DF Cam                          	061.4264026707023	+57.1269564765549
6739	HD 237206                          	060.42550781	+56.17684845
6740	BD+55 849                          	062.4941942241941	+55.9813996143775
6741	IRAS 03524+5633                    	059.1165195295455	+56.7090406373894
6742	V* LM Cam                          	059.1492968676947	+57.3411233538597
6743	IRAS 03546+5533                    	059.6494280367844	+55.6990842451069
6744	V* GM Cam                          	059.7922517093053	+58.0188897933980
6745	IRAS 03559+5708                    	059.9900994197567	+57.2770131371974
6746	V* GO Cam                          	060.8022061112236	+56.2275162715276
6747	IRAS 03595+5702                    	060.9107119369687	+57.1862862245616
6748	IRAS 04023+5609                    	061.5782898864088	+56.2858297226606
6749	IRAS 03551+5804                    	059.8183035793355	+58.2217937036920
6750	NIKC 3-26                          	060.5337864203289	+56.1481413816078
6751	V* PV Cam                          	059.0932645209395	+57.2572954635122
6752	V* QS Cam                          	060.9435527201390	+57.2477261258852
6753	IRAS 04031+5328                    	061.7460259625905	+53.6042850889347
6754	IRAS 04055+5258                    	062.3415303651800	+53.1072178881301
6755	V* XX Cam                          	062.1614532277329	+53.3609304779113
6756	V* AH Cam                          	061.6620786029435	+55.4998485845814
6757	V* LQ Cam                          	063.0944150027402	+53.9181741882480
6758	IRAS 04062+5413                    	062.5451068508341	+54.3631832087432
6759	IRAS 04077+5301                    	062.9125003581041	+53.1516378229847
6760	IRAS 04078+5400                    	062.9475736282485	+54.1456775910275
6761	IRAS 04082+5447                    	063.0507879912561	+54.9167255939700
6762	V* IN Cam                          	063.0757964938946	+54.0354063874611
6763	IRAS 04088+5313                    	063.1798264204971	+53.3469012568562
6764	IRAS 04090+5443                    	063.2621140004888	+54.8603379900282
6765	V* GS Cam                          	063.9444386205487	+54.3316960073698
6766	V* GT Cam                          	064.8110436631823	+53.9336182116872
6767	1RXS J041055.5+534657              	062.7317	+53.7825
6768	V* QV Cam                          	062.0469915522891	+55.8364278400166
6769	V* AG Cam                          	060.2985538111697	+55.2953540481161
6770	V* MZ Cam                          	061.3164144394033	+54.6031650748306
